0,600,100
0.1,600,100
0.2,600,100.4
0.3,597.6,101.203
0.4,586.815,102.388
0.5,558.782,103.811
0.6,505.549,105.031
0.7,429.244,105.171
0.8,351.557,103.087
0.9,308.141,98.1906
1,333.231,91.4086
1.1,476.377,85.311
1.2,861.24,84.4243
1.3,1666.11,99.063
1.4,1767.58,159.132
1.5,-5548.92,272.092
1.6,66070.4,-715.425
1.7,4.3761e+06,-30738.3
1.8,1.14752e+10,-9.14897e+07
1.9,9.44881e+16,-7.55904e+14
2,6.78527e+30,-5.42821e+28
2.1,3.68319e+58,-2.94655e+56
2.2,1.13953e+114,-9.11626e+111
2.3,1.14271e+225,-9.14169e+222
2.4,inf,-inf
2.5,inf,-nan
2.6,-nan,-nan
2.7,-nan,-nan
2.8,-nan,-nan
2.9,-nan,-nan
3,-nan,-nan
3.1,-nan,-nan
3.2,-nan,-nan
3.3,-nan,-nan
3.4,-nan,-nan
3.5,-nan,-nan
3.6,-nan,-nan
3.7,-nan,-nan
3.8,-nan,-nan
3.9,-nan,-nan
4,-nan,-nan
4.1,-nan,-nan
4.2,-nan,-nan
4.3,-nan,-nan
4.4,-nan,-nan
4.5,-nan,-nan
4.6,-nan,-nan
4.7,-nan,-nan
4.8,-nan,-nan
4.9,-nan,-nan
5,-nan,-nan
5.1,-nan,-nan
5.2,-nan,-nan
5.3,-nan,-nan
5.4,-nan,-nan
5.5,-nan,-nan
5.6,-nan,-nan
5.7,-nan,-nan
5.8,-nan,-nan
5.9,-nan,-nan
6,-nan,-nan
6.1,-nan,-nan
6.2,-nan,-nan
6.3,-nan,-nan
6.4,-nan,-nan
6.5,-nan,-nan
6.6,-nan,-nan
6.7,-nan,-nan
6.8,-nan,-nan
6.9,-nan,-nan
7,-nan,-nan
7.1,-nan,-nan
7.2,-nan,-nan
7.3,-nan,-nan
7.4,-nan,-nan
7.5,-nan,-nan
7.6,-nan,-nan
7.7,-nan,-nan
7.8,-nan,-nan
7.9,-nan,-nan
8,-nan,-nan
8.1,-nan,-nan
8.2,-nan,-nan
8.3,-nan,-nan
8.4,-nan,-nan
8.5,-nan,-nan
8.6,-nan,-nan
8.7,-nan,-nan
8.8,-nan,-nan
8.9,-nan,-nan
9,-nan,-nan
9.1,-nan,-nan
9.2,-nan,-nan
9.3,-nan,-nan
9.4,-nan,-nan
9.5,-nan,-nan
9.6,-nan,-nan
9.7,-nan,-nan
9.8,-nan,-nan
9.9,-nan,-nan
10,-nan,-nan
10.1,-nan,-nan
10.2,-nan,-nan
10.3,-nan,-nan
10.4,-nan,-nan
10.5,-nan,-nan
10.6,-nan,-nan
10.7,-nan,-nan
10.8,-nan,-nan
10.9,-nan,-nan
11,-nan,-nan
11.1,-nan,-nan
11.2,-nan,-nan
11.3,-nan,-nan
11.4,-nan,-nan
11.5,-nan,-nan
11.6,-nan,-nan
11.7,-nan,-nan
11.8,-nan,-nan
11.9,-nan,-nan
12,-nan,-nan
12.1,-nan,-nan
12.2,-nan,-nan
12.3,-nan,-nan
12.4,-nan,-nan
12.5,-nan,-nan
12.6,-nan,-nan
12.7,-nan,-nan
12.8,-nan,-nan
12.9,-nan,-nan
13,-nan,-nan
13.1,-nan,-nan
13.2,-nan,-nan
13.3,-nan,-nan
13.4,-nan,-nan
13.5,-nan,-nan
13.6,-nan,-nan
13.7,-nan,-nan
13.8,-nan,-nan
13.9,-nan,-nan
14,-nan,-nan
14.1,-nan,-nan
14.2,-nan,-nan
14.3,-nan,-nan
14.4,-nan,-nan
14.5,-nan,-nan
14.6,-nan,-nan
14.7,-nan,-nan
14.8,-nan,-nan
14.9,-nan,-nan
15,-nan,-nan
15.1,-nan,-nan
15.2,-nan,-nan
15.3,-nan,-nan
15.4,-nan,-nan
15.5,-nan,-nan
15.6,-nan,-nan
15.7,-nan,-nan
15.8,-nan,-nan
15.9,-nan,-nan
16,-nan,-nan
16.1,-nan,-nan
16.2,-nan,-nan
16.3,-nan,-nan
16.4,-nan,-nan
16.5,-nan,-nan
16.6,-nan,-nan
16.7,-nan,-nan
16.8,-nan,-nan
16.9,-nan,-nan
17,-nan,-nan
17.1,-nan,-nan
17.2,-nan,-nan
17.3,-nan,-nan
17.4,-nan,-nan
17.5,-nan,-nan
17.6,-nan,-nan
17.7,-nan,-nan
17.8,-nan,-nan
17.9,-nan,-nan
18,-nan,-nan
18.1,-nan,-nan
18.2,-nan,-nan
18.3,-nan,-nan
18.4,-nan,-nan
18.5,-nan,-nan
18.6,-nan,-nan
18.7,-nan,-nan
18.8,-nan,-nan
18.9,-nan,-nan
19,-nan,-nan
19.1,-nan,-nan
19.2,-nan,-nan
19.3,-nan,-nan
19.4,-nan,-nan
19.5,-nan,-nan
19.6,-nan,-nan
19.7,-nan,-nan
19.8,-nan,-nan
19.9,-nan,-nan
20,-nan,-nan
20.1,-nan,-nan
20.2,-nan,-nan
20.3,-nan,-nan
20.4,-nan,-nan
20.5,-nan,-nan
20.6,-nan,-nan
20.7,-nan,-nan
20.8,-nan,-nan
20.9,-nan,-nan
21,-nan,-nan
21.1,-nan,-nan
21.2,-nan,-nan
21.3,-nan,-nan
21.4,-nan,-nan
21.5,-nan,-nan
21.6,-nan,-nan
21.7,-nan,-nan
21.8,-nan,-nan
21.9,-nan,-nan
22,-nan,-nan
22.1,-nan,-nan
22.2,-nan,-nan
22.3,-nan,-nan
22.4,-nan,-nan
22.5,-nan,-nan
22.6,-nan,-nan
22.7,-nan,-nan
22.8,-nan,-nan
22.9,-nan,-nan
23,-nan,-nan
23.1,-nan,-nan
23.2,-nan,-nan
23.3,-nan,-nan
23.4,-nan,-nan
23.5,-nan,-nan
23.6,-nan,-nan
23.7,-nan,-nan
23.8,-nan,-nan
23.9,-nan,-nan
24,-nan,-nan
24.1,-nan,-nan
24.2,-nan,-nan
24.3,-nan,-nan
24.4,-nan,-nan
24.5,-nan,-nan
24.6,-nan,-nan
24.7,-nan,-nan
24.8,-nan,-nan
24.9,-nan,-nan
25,-nan,-nan
25.1,-nan,-nan
25.2,-nan,-nan
25.3,-nan,-nan
25.4,-nan,-nan
25.5,-nan,-nan
25.6,-nan,-nan
25.7,-nan,-nan
25.8,-nan,-nan
25.9,-nan,-nan
26,-nan,-nan
26.1,-nan,-nan
26.2,-nan,-nan
26.3,-nan,-nan
26.4,-nan,-nan
26.5,-nan,-nan
26.6,-nan,-nan
26.7,-nan,-nan
26.8,-nan,-nan
26.9,-nan,-nan
27,-nan,-nan
27.1,-nan,-nan
27.2,-nan,-nan
27.3,-nan,-nan
27.4,-nan,-nan
27.5,-nan,-nan
27.6,-nan,-nan
27.7,-nan,-nan
27.8,-nan,-nan
27.9,-nan,-nan
28,-nan,-nan
28.1,-nan,-nan
28.2,-nan,-nan
28.3,-nan,-nan
28.4,-nan,-nan
28.5,-nan,-nan
28.6,-nan,-nan
28.7,-nan,-nan
28.8,-nan,-nan
28.9,-nan,-nan
29,-nan,-nan
29.1,-nan,-nan
29.2,-nan,-nan
29.3,-nan,-nan
29.4,-nan,-nan
29.5,-nan,-nan
29.6,-nan,-nan
29.7,-nan,-nan
29.8,-nan,-nan
29.9,-nan,-nan
30,-nan,-nan
30.1,-nan,-nan
30.2,-nan,-nan
30.3,-nan,-nan
30.4,-nan,-nan
30.5,-nan,-nan
30.6,-nan,-nan
30.7,-nan,-nan
30.8,-nan,-nan
30.9,-nan,-nan
31,-nan,-nan
31.1,-nan,-nan
31.2,-nan,-nan
31.3,-nan,-nan
31.4,-nan,-nan
31.5,-nan,-nan
31.6,-nan,-nan
31.7,-nan,-nan
31.8,-nan,-nan
31.9,-nan,-nan
32,-nan,-nan
32.1,-nan,-nan
32.2,-nan,-nan
32.3,-nan,-nan
32.4,-nan,-nan
32.5,-nan,-nan
32.6,-nan,-nan
32.7,-nan,-nan
32.8,-nan,-nan
32.9,-nan,-nan
33,-nan,-nan
33.1,-nan,-nan
33.2,-nan,-nan
33.3,-nan,-nan
33.4,-nan,-nan
33.5,-nan,-nan
33.6,-nan,-nan
33.7,-nan,-nan
33.8,-nan,-nan
33.9,-nan,-nan
34,-nan,-nan
34.1,-nan,-nan
34.2,-nan,-nan
34.3,-nan,-nan
34.4,-nan,-nan
34.5,-nan,-nan
34.6,-nan,-nan
34.7,-nan,-nan
34.8,-nan,-nan
34.9,-nan,-nan
35,-nan,-nan
35.1,-nan,-nan
35.2,-nan,-nan
35.3,-nan,-nan
35.4,-nan,-nan
35.5,-nan,-nan
35.6,-nan,-nan
35.7,-nan,-nan
35.8,-nan,-nan
35.9,-nan,-nan
36,-nan,-nan
36.1,-nan,-nan
36.2,-nan,-nan
36.3,-nan,-nan
36.4,-nan,-nan
36.5,-nan,-nan
36.6,-nan,-nan
36.7,-nan,-nan
36.8,-nan,-nan
36.9,-nan,-nan
37,-nan,-nan
37.1,-nan,-nan
37.2,-nan,-nan
37.3,-nan,-nan
37.4,-nan,-nan
37.5,-nan,-nan
37.6,-nan,-nan
37.7,-nan,-nan
37.8,-nan,-nan
37.9,-nan,-nan
38,-nan,-nan
38.1,-nan,-nan
38.2,-nan,-nan
38.3,-nan,-nan
38.4,-nan,-nan
38.5,-nan,-nan
38.6,-nan,-nan
38.7,-nan,-nan
38.8,-nan,-nan
38.9,-nan,-nan
39,-nan,-nan
39.1,-nan,-nan
39.2,-nan,-nan
39.3,-nan,-nan
39.4,-nan,-nan
39.5,-nan,-nan
39.6,-nan,-nan
39.7,-nan,-nan
39.8,-nan,-nan
39.9,-nan,-nan
40,-nan,-nan
40.1,-nan,-nan
40.2,-nan,-nan
40.3,-nan,-nan
40.4,-nan,-nan
40.5,-nan,-nan
40.6,-nan,-nan
40.7,-nan,-nan
40.8,-nan,-nan
40.9,-nan,-nan
41,-nan,-nan
41.1,-nan,-nan
41.2,-nan,-nan
41.3,-nan,-nan
41.4,-nan,-nan
41.5,-nan,-nan
41.6,-nan,-nan
41.7,-nan,-nan
41.8,-nan,-nan
41.9,-nan,-nan
42,-nan,-nan
42.1,-nan,-nan
42.2,-nan,-nan
42.3,-nan,-nan
42.4,-nan,-nan
42.5,-nan,-nan
42.6,-nan,-nan
42.7,-nan,-nan
42.8,-nan,-nan
42.9,-nan,-nan
43,-nan,-nan
43.1,-nan,-nan
43.2,-nan,-nan
43.3,-nan,-nan
43.4,-nan,-nan
43.5,-nan,-nan
43.6,-nan,-nan
43.7,-nan,-nan
43.8,-nan,-nan
43.9,-nan,-nan
44,-nan,-nan
44.1,-nan,-nan
44.2,-nan,-nan
44.3,-nan,-nan
44.4,-nan,-nan
44.5,-nan,-nan
44.6,-nan,-nan
44.7,-nan,-nan
44.8,-nan,-nan
